date,total_pcr,index_pcr,etp_pcr,equity_pcr,vix_pcr,spx_pcr
09/20/2021,1.08,1.65,1.25,0.54,1.16,1.90
09/21/2021,0.89,1.69,1.03,0.44,1.28,1.91
09/22/2021,0.98,1.68,1.34,0.48,1.33,1.80
09/23/2021,0.79,1.39,0.86,0.43,0.79,1.78
09/24/2021,1.00,2.01,1.09,0.57,1.96,2.05
09/27/2021,0.82,2.14,0.74,0.43,1.50,2.26
09/28/2021,1.08,1.78,1.29,0.55,1.31,1.94
09/29/2021,0.93,1.48,1.28,0.51,0.87,1.63
09/30/2021,1.07,1.50,1.31,0.58,0.85,1.62
10/01/2021,0.94,1.36,1.10,0.56,0.77,1.49
10/04/2021,0.97,1.49,1.09,0.59,0.63,1.78
10/05/2021,0.86,1.47,1.13,0.45,0.96,1.67
10/06/2021,0.99,1.22,1.63,0.48,0.55,1.46
10/07/2021,0.95,1.63,1.26,0.52,1.12,1.78
10/08/2021,1.04,2.07,1.16,0.55,1.99,2.11
10/11/2021,0.97,1.75,1.31,0.50,1.16,1.88
10/12/2021,0.80,1.62,1.20,0.41,1.27,1.73
10/13/2021,0.89,1.53,1.22,0.48,0.46,2.04
10/14/2021,0.83,1.46,1.02,0.45,1.27,1.57
10/15/2021,0.86,1.50,1.27,0.48,1.15,1.68
10/18/2021,0.76,1.55,0.86,0.42,0.80,1.94
10/19/2021,0.76,1.44,0.97,0.40,1.12,1.70
10/20/2021,0.78,1.42,0.97,0.42,1.01,1.62
10/21/2021,0.74,1.58,0.97,0.44,1.05,1.81
10/22/2021,0.83,1.36,0.93,0.53,0.43,1.74
10/25/2021,0.71,1.38,0.95,0.41,0.68,1.65
10/26/2021,0.83,1.78,1.07,0.43,1.77,1.79
10/27/2021,0.85,1.53,1.14,0.51,0.60,1.67
10/28/2021,0.66,1.39,1.35,0.36,0.55,1.61
10/29/2021,0.87,1.58,1.42,0.46,0.59,1.86
11/01/2021,0.76,1.64,1.01,0.40,1.16,1.85
11/02/2021,0.71,1.76,0.96,0.37,1.14,2.00
11/03/2021,0.69,1.26,0.98,0.39,0.75,1.50
11/04/2021,0.69,1.61,0.71,0.39,0.92,1.99
11/05/2021,0.78,1.41,0.93,0.44,0.82,1.58
11/08/2021,0.66,1.65,0.91,0.36,0.65,2.02
11/09/2021,0.73,1.42,1.00,0.44,0.80,1.84
11/10/2021,0.87,1.49,1.13,0.48,0.71,1.86
11/11/2021,0.73,1.34,1.25,0.44,0.54,1.80
11/12/2021,0.75,1.46,0.66,0.47,0.63,1.82
11/15/2021,0.78,1.71,0.85,0.42,1.06,1.92
11/16/2021,0.79,1.57,0.95,0.44,1.37,1.71
11/17/2021,0.80,1.34,1.26,0.45,0.72,1.71
11/18/2021,0.70,1.33,0.95,0.45,0.43,1.82
11/19/2021,0.76,1.88,1.06,0.42,0.98,2.18
11/22/2021,0.77,1.52,1.11,0.40,0.80,1.61
11/23/2021,0.84,1.46,1.04,0.53,0.57,1.89
11/24/2021,0.90,1.78,1.05,0.50,1.33,1.89
11/26/2021,0.92,1.17,1.07,0.56,0.52,2.29
11/29/2021,0.87,1.61,1.02,0.42,0.81,2.07
11/30/2021,0.94,1.54,1.21,0.48,0.90,1.87
12/01/2021,0.99,1.43,1.39,0.52,0.56,2.13
12/02/2021,1.08,1.89,1.27,0.62,1.53,2.11
12/03/2021,1.15,1.43,1.40,0.74,0.91,2.23
12/06/2021,1.01,1.53,1.17,0.54,0.73,2.38
12/07/2021,0.95,1.68,1.13,0.43,1.45,1.84
12/08/2021,0.88,1.48,1.18,0.45,0.73,2.10
12/09/2021,0.91,1.58,1.26,0.53,0.69,2.18
12/10/2021,1.08,2.04,1.20,0.61,1.19,2.42
12/13/2021,0.98,1.89,1.00,0.56,1.36,2.05
12/14/2021,0.97,1.41,1.19,0.60,1.19,1.51
12/15/2021,0.92,1.40,0.91,0.59,0.93,1.64
12/16/2021,0.86,1.31,0.95,0.55,0.68,1.61
12/17/2021,0.87,1.18,1.10,0.59,0.29,1.82
12/20/2021,0.85,1.32,0.98,0.47,0.69,1.76
12/21/2021,0.87,1.59,0.96,0.49,0.87,2.14
12/22/2021,0.82,1.25,1.11,0.47,0.72,1.46
12/23/2021,0.79,1.36,1.01,0.49,0.48,1.61
12/27/2021,0.79,1.22,1.04,0.45,0.57,1.38
12/28/2021,0.73,1.34,0.78,0.46,0.75,1.51
12/29/2021,0.92,1.35,1.26,0.55,0.59,1.72
12/30/2021,0.83,1.27,1.32,0.49,0.57,1.68
01/03/2022,0.76,1.44,0.95,0.43,0.73,1.79
01/04/2022,0.80,1.50,1.11,0.47,0.61,2.02
01/05/2022,1.05,1.85,1.21,0.57,1.06,2.09
01/06/2022,0.97,1.52,1.26,0.60,0.90,1.75
01/07/2022,0.95,1.54,1.17,0.59,0.49,1.86
01/10/2022,1.00,1.49,1.15,0.56,0.85,1.71
01/11/2022,0.76,1.32,0.88,0.44,0.78,1.51
01/12/2022,0.83,1.30,0.85,0.49,0.95,1.44
01/13/2022,0.96,1.49,1.34,0.60,0.74,1.85
01/14/2022,1.09,1.67,1.34,0.64,1.00,1.88
01/18/2022,1.00,1.40,1.29,0.52,0.86,1.75
01/19/2022,0.91,1.32,1.05,0.55,0.55,1.66
01/20/2022,0.99,1.41,1.25,0.62,0.60,1.77
01/21/2022,1.26,1.63,1.53,0.82,1.41,1.75
01/24/2022,1.17,1.58,1.25,0.67,1.10,1.97
01/25/2022,0.89,1.19,0.79,0.61,0.90,1.44
01/26/2022,1.00,1.65,1.01,0.56,1.67,1.64
01/27/2022,1.06,1.59,1.23,0.70,1.22,1.77
01/28/2022,1.03,1.19,1.39,0.72,0.52,1.44
01/31/2022,1.06,1.59,1.33,0.53,1.57,1.59
02/01/2022,0.95,1.44,1.19,0.53,1.25,1.56
02/02/2022,0.97,1.47,1.23,0.52,1.56,1.43
02/03/2022,1.09,1.43,1.43,0.75,0.82,1.75
02/04/2022,0.95,1.28,1.25,0.61,0.77,1.45
02/07/2022,0.93,1.38,1.12,0.53,0.96,1.57
02/08/2022,0.99,1.65,1.13,0.58,1.54,1.73
02/09/2022,0.91,1.53,1.25,0.44,1.59,1.51
02/10/2022,0.88,1.26,1.29,0.49,0.72,1.61
02/11/2022,1.12,1.51,1.49,0.64,0.69,2.02
02/14/2022,1.09,1.22,1.61,0.66,0.58,1.76
02/15/2022,0.93,1.21,1.37,0.50,0.57,2.07
02/16/2022,0.96,1.10,1.55,0.59,0.37,1.65
02/17/2022,1.04,1.42,1.20,0.68,1.18,1.46
02/18/2022,1.12,1.45,1.49,0.73,1.00,1.54
02/22/2022,0.99,1.27,1.36,0.55,0.84,1.39
02/23/2022,0.96,1.08,1.20,0.66,0.65,1.20
02/24/2022,1.03,1.32,1.27,0.67,0.79,1.57
02/25/2022,0.97,1.32,1.28,0.57,1.36,1.30
02/28/2022,0.95,1.38,1.20,0.49,0.93,1.50
03/01/2022,0.89,1.29,1.19,0.50,0.85,1.63
03/02/2022,0.95,1.34,1.24,0.55,0.62,1.71
03/03/2022,0.94,1.22,1.36,0.59,0.64,1.48
03/04/2022,0.95,1.21,1.12,0.67,0.29,2.00
03/07/2022,0.92,1.36,1.03,0.57,0.52,1.85
03/08/2022,0.96,1.37,1.30,0.52,0.73,1.80
03/09/2022,1.14,1.67,1.56,0.54,1.81,1.64
03/10/2022,0.94,1.17,1.27,0.60,0.71,1.38
03/11/2022,1.05,1.44,1.27,0.66,0.66,1.86
03/14/2022,1.00,1.16,1.37,0.63,0.48,1.81
03/15/2022,1.06,1.39,1.30,0.70,0.63,1.92
03/16/2022,1.01,1.50,1.19,0.56,1.36,1.56
03/17/2022,0.91,1.33,1.07,0.56,0.88,1.50
03/18/2022,0.78,1.07,1.14,0.45,0.52,1.45
03/21/2022,0.83,1.30,1.00,0.46,0.49,1.69
03/22/2022,0.93,1.27,1.53,0.49,0.51,1.90
03/23/2022,0.85,1.23,1.27,0.48,0.39,1.78
03/24/2022,0.84,1.54,1.10,0.47,1.07,1.77
03/25/2022,0.87,1.21,1.22,0.50,0.32,1.85
03/28/2022,0.90,1.47,1.18,0.45,0.42,1.90
03/29/2022,0.93,1.65,1.26,0.41,1.80,1.61
03/30/2022,0.86,1.47,1.16,0.42,0.71,1.73
03/31/2022,1.00,1.44,1.24,0.55,0.38,1.74
04/01/2022,1.02,1.61,1.24,0.59,0.62,1.79
04/04/2022,0.81,1.23,1.01,0.48,0.40,1.82
04/05/2022,0.95,1.47,1.14,0.58,0.49,2.12
04/06/2022,0.94,1.01,1.42,0.60,0.25,1.59
04/07/2022,0.88,1.20,1.20,0.60,0.33,1.58
04/08/2022,0.95,1.45,1.17,0.57,0.30,1.78
04/11/2022,1.01,1.38,1.38,0.55,0.21,1.90
04/12/2022,0.94,1.52,1.06,0.52,0.64,1.86
04/13/2022,0.91,1.28,1.16,0.51,0.34,1.63
04/14/2022,0.90,1.34,1.23,0.50,0.36,1.79
04/18/2022,0.95,1.47,1.34,0.45,0.52,1.84
04/19/2022,0.96,1.28,1.47,0.51,0.83,1.59
04/20/2022,0.95,1.22,1.23,0.61,0.33,1.76
04/21/2022,1.11,1.45,1.47,0.72,0.51,2.07
04/22/2022,1.30,1.61,1.48,0.87,0.66,1.98
04/25/2022,1.16,1.36,1.63,0.63,0.57,1.71
04/26/2022,1.07,1.31,1.22,0.72,0.79,1.53
04/27/2022,1.16,1.52,1.32,0.68,0.73,1.82
04/28/2022,1.16,1.69,1.46,0.71,1.86,1.64
04/29/2022,1.33,1.79,1.55,0.78,1.12,1.95
05/02/2022,1.22,1.52,1.48,0.65,0.96,1.69
05/03/2022,1.05,1.53,1.22,0.54,1.25,1.66
05/04/2022,1.05,1.41,1.33,0.58,1.07,1.54
05/05/2022,1.14,1.72,1.26,0.63,1.79,1.65
05/06/2022,1.15,1.51,1.33,0.72,1.10,1.59
05/09/2022,1.27,1.69,1.36,0.78,1.92,1.61
05/10/2022,1.00,1.21,1.15,0.68,0.71,1.36
05/11/2022,1.16,1.32,1.42,0.82,0.54,1.65
05/12/2022,1.23,1.52,1.56,0.81,0.62,2.01
05/13/2022,0.99,1.17,1.32,0.66,0.49,1.51
05/16/2022,0.92,1.17,0.93,0.64,0.22,1.80
05/17/2022,1.02,1.15,1.44,0.69,0.75,1.37
05/18/2022,1.19,1.36,1.42,0.83,0.52,1.82
05/19/2022,1.21,1.46,1.44,0.80,1.23,1.54
05/20/2022,1.17,1.47,1.35,0.80,0.84,1.67
05/23/2022,0.95,1.31,1.07,0.59,0.53,1.55
05/24/2022,1.01,1.17,1.17,0.77,0.56,1.37
05/25/2022,0.89,1.15,0.93,0.63,0.35,1.37
05/26/2022,0.93,1.14,1.18,0.63,0.73,1.27
05/27/2022,0.90,1.19,1.18,0.49,0.65,1.43
05/31/2022,0.96,1.16,1.10,0.64,0.63,1.31
06/01/2022,1.05,1.41,1.03,0.67,0.74,1.60
06/02/2022,0.93,1.11,1.27,0.62,0.42,1.37
06/03/2022,1.05,1.38,1.02,0.77,0.75,1.54
06/06/2022,1.02,1.40,1.28,0.60,0.79,1.57
06/07/2022,0.99,1.29,1.22,0.59,0.82,1.44
06/08/2022,0.92,1.26,0.97,0.57,0.94,1.37
06/09/2022,1.05,1.43,1.06,0.69,0.91,1.56
06/10/2022,1.28,1.58,1.37,0.89,1.03,1.76
06/13/2022,1.30,1.31,1.97,0.84,0.41,1.83
06/14/2022,1.13,1.20,1.41,0.83,0.54,1.36
06/15/2022,1.03,1.17,1.24,0.70,0.38,1.47
06/16/2022,1.24,1.50,1.31,0.86,0.50,1.71
06/17/2022,1.13,1.09,1.90,0.72,0.26,1.42
06/21/2022,0.85,1.15,1.04,0.48,0.49,1.34
06/22/2022,1.04,1.35,1.14,0.63,1.53,1.30
06/23/2022,0.94,1.24,1.00,0.67,0.44,1.35
06/24/2022,0.86,1.22,0.96,0.51,0.51,1.45
06/27/2022,0.95,1.25,0.96,0.62,0.47,1.43
06/28/2022,0.99,1.29,0.97,0.66,0.51,1.47
06/29/2022,1.24,1.22,1.92,0.78,0.44,1.30
06/30/2022,0.96,0.91,1.35,0.74,0.33,1.21
07/01/2022,0.96,1.23,0.95,0.69,0.45,1.43
07/05/2022,0.90,1.12,0.94,0.62,0.46,1.33
07/06/2022,0.87,0.91,1.10,0.65,0.17,1.33
07/07/2022,0.81,0.91,1.12,0.57,0.31,1.24
07/08/2022,0.92,1.27,1.04,0.56,0.60,1.45
07/11/2022,0.91,1.17,0.90,0.64,0.34,1.49
07/12/2022,0.97,1.15,1.05,0.68,0.42,1.46
07/13/2022,1.04,1.07,1.41,0.73,0.36,1.36
07/14/2022,0.94,0.90,1.36,0.75,0.17,1.28
07/15/2022,0.88,1.01,1.23,0.59,0.43,1.30
07/18/2022,0.99,1.41,1.28,0.54,0.97,1.55
07/19/2022,0.96,1.09,1.37,0.59,0.84,1.13
07/20/2022,0.96,1.23,1.07,0.62,0.74,1.36
07/21/2022,0.96,1.22,1.18,0.63,0.50,1.40
07/22/2022,1.08,1.34,1.37,0.73,0.25,1.58
07/25/2022,1.01,1.25,1.17,0.70,0.35,1.53
07/26/2022,1.00,1.26,1.04,0.76,0.69,1.40
07/27/2022,1.05,1.17,1.51,0.66,0.58,1.36
07/28/2022,0.94,1.20,1.02,0.67,0.48,1.38
07/29/2022,0.99,1.22,1.38,0.61,0.82,1.36
08/01/2022,1.02,1.27,1.37,0.67,0.35,1.53
08/02/2022,0.99,1.26,1.49,0.57,0.74,1.44
08/03/2022,0.89,1.09,1.29,0.56,0.46,1.19
08/04/2022,0.86,1.21,1.17,0.55,0.61,1.34
08/05/2022,0.86,1.04,1.18,0.58,0.20,1.49
08/08/2022,0.99,1.32,1.39,0.56,0.43,1.63
08/09/2022,0.95,1.16,1.11,0.70,0.42,1.44
08/10/2022,0.97,1.21,1.30,0.58,0.46,1.49
08/11/2022,0.92,1.22,1.35,0.51,0.52,1.35
08/12/2022,0.94,1.33,1.27,0.50,0.71,1.52
08/15/2022,0.90,1.09,1.20,0.57,0.74,1.23
08/16/2022,0.85,0.98,1.39,0.53,0.49,1.25
08/17/2022,0.91,1.07,1.17,0.61,0.37,1.32
08/18/2022,0.92,1.14,1.39,0.58,0.32,1.29
08/19/2022,1.01,1.30,1.20,0.74,0.65,1.43
08/22/2022,1.08,1.39,1.42,0.65,0.69,1.56
08/23/2022,0.98,1.16,1.33,0.65,0.26,1.30
08/24/2022,0.91,1.20,0.96,0.63,0.57,1.30
08/25/2022,0.89,1.09,1.26,0.59,0.46,1.16
08/26/2022,1.10,1.39,1.17,0.76,1.26,1.41
08/29/2022,1.22,1.56,1.46,0.74,1.92,1.49
08/30/2022,1.20,1.33,1.56,0.80,0.57,1.47
08/31/2022,1.11,1.32,1.24,0.78,0.33,1.46
09/01/2022,1.03,0.98,1.41,0.84,0.25,1.28
09/02/2022,1.13,1.34,1.22,0.81,0.34,1.53
09/06/2022,1.13,1.32,1.39,0.72,0.41,1.50
09/07/2022,1.00,1.09,1.25,0.75,0.30,1.26
09/08/2022,0.97,1.07,1.30,0.65,0.39,1.21
09/09/2022,0.93,1.17,1.39,0.52,0.39,1.36
09/12/2022,1.05,1.41,1.21,0.57,0.55,1.58
09/13/2022,1.15,1.34,1.46,0.73,0.40,1.64
09/14/2022,1.08,1.17,1.48,0.75,0.29,1.54
09/15/2022,1.07,1.31,1.27,0.73,0.38,1.48
09/16/2022,1.17,1.22,1.72,0.81,0.49,1.50
09/19/2022,0.88,1.06,1.21,0.54,0.25,1.36
09/20/2022,0.98,1.05,1.30,0.67,0.46,1.27
09/21/2022,1.05,1.26,1.19,0.71,1.17,1.27
09/22/2022,1.16,1.38,1.27,0.83,0.70,1.52
09/23/2022,1.36,1.43,1.67,1.02,0.74,1.71
09/26/2022,0.97,0.88,1.41,0.80,0.19,1.54
09/27/2022,1.15,1.37,1.09,0.78,0.54,1.69
09/28/2022,1.09,1.31,1.09,0.75,0.94,1.35
09/29/2022,1.12,1.19,1.26,0.91,0.47,1.40
09/30/2022,1.12,1.35,1.15,0.77,1.04,1.41
10/03/2022,0.96,1.01,1.21,0.71,0.30,1.20
10/04/2022,0.99,1.15,1.13,0.64,0.61,1.28
10/05/2022,0.89,0.88,1.14,0.72,0.31,1.03
10/06/2022,0.91,0.98,1.04,0.71,0.30,1.27
10/07/2022,1.04,1.09,1.14,0.88,0.68,1.17
10/10/2022,1.05,1.12,1.44,0.65,0.48,1.24
10/11/2022,0.97,0.97,1.20,0.77,0.30,1.23
10/12/2022,1.02,1.19,1.03,0.74,0.81,1.31
10/13/2022,0.90,0.99,0.98,0.66,0.30,1.26
10/14/2022,0.91,0.99,1.16,0.63,0.18,1.48
10/17/2022,0.97,1.16,1.08,0.61,0.35,1.49
10/18/2022,0.96,1.07,1.10,0.66,0.39,1.31
10/19/2022,1.02,1.18,1.10,0.74,0.44,1.39
10/20/2022,1.05,1.27,1.21,0.70,0.90,1.34
10/21/2022,0.92,1.14,1.09,0.58,0.47,1.35
10/24/2022,0.92,1.24,1.02,0.55,0.50,1.36
10/25/2022,0.90,1.07,1.03,0.62,0.46,1.23
10/26/2022,0.94,1.15,1.03,0.65,0.53,1.30
10/27/2022,1.08,1.20,1.30,0.85,0.43,1.46
10/28/2022,0.93,1.01,1.23,0.66,0.31,1.15
10/31/2022,0.94,1.08,1.15,0.61,0.25,1.31
11/01/2022,0.95,1.13,1.18,0.63,0.60,1.29
11/02/2022,1.18,1.23,1.19,1.14,0.41,1.46
11/03/2022,1.06,1.28,1.33,0.69,0.33,1.55
11/04/2022,1.02,1.33,0.96,0.74,0.62,1.47
11/07/2022,0.88,1.04,0.94,0.67,0.20,1.28
11/08/2022,1.15,1.11,1.03,1.30,0.60,1.24
11/09/2022,1.01,0.99,1.12,0.96,0.30,1.32
11/10/2022,0.88,1.11,0.94,0.60,0.33,1.38
11/11/2022,0.75,0.92,0.83,0.55,0.30,1.25
11/14/2022,0.88,0.99,1.13,0.61,0.44,1.30
11/15/2022,0.84,1.03,0.95,0.58,0.38,1.38
11/16/2022,1.22,1.07,1.34,1.33,0.24,1.42
11/17/2022,0.97,1.15,1.05,0.73,0.18,1.40
11/18/2022,0.87,1.24,0.91,0.61,0.31,1.37
11/21/2022,0.86,1.11,1.04,0.64,0.26,1.33
11/22/2022,1.17,1.05,1.07,1.35,0.34,1.38
11/23/2022,1.07,1.14,1.20,0.88,0.38,1.49
11/25/2022,0.94,1.27,1.00,0.63,0.64,1.57
11/28/2022,1.05,1.28,1.10,0.76,0.29,1.56
11/29/2022,1.03,1.35,1.00,0.72,0.32,1.60
11/30/2022,1.20,1.14,1.18,1.27,0.40,1.32
12/01/2022,0.96,1.14,0.94,0.81,0.54,1.31
12/02/2022,0.84,1.11,0.83,0.58,0.70,1.21
12/05/2022,0.93,1.18,0.97,0.66,0.38,1.44
12/06/2022,1.04,1.28,1.05,0.73,0.50,1.44
12/07/2022,1.22,1.20,0.97,1.46,0.18,1.39
12/08/2022,0.92,1.19,0.83,0.68,0.68,1.25
12/09/2022,1.15,1.32,1.18,0.95,0.71,1.42
12/12/2022,1.01,1.21,1.15,0.64,0.72,1.39
12/13/2022,0.93,1.08,0.92,0.70,0.53,1.27
12/14/2022,1.26,1.21,1.24,1.33,0.91,1.36
12/15/2022,1.15,1.40,1.27,0.73,0.73,1.64
12/16/2022,1.28,1.29,1.40,1.19,0.74,1.47
12/19/2022,0.98,1.30,1.12,0.62,0.84,1.42
12/20/2022,0.97,1.03,1.10,0.78,0.48,1.39
12/21/2022,1.50,1.01,1.76,2.03,0.22,1.29
12/22/2022,1.27,1.17,1.34,1.35,0.49,1.31
12/23/2022,1.01,1.19,1.05,0.77,0.67,1.31
12/27/2022,1.00,1.11,1.10,0.82,0.26,1.25
12/28/2022,1.91,1.24,2.29,2.40,0.54,1.38
12/29/2022,1.25,1.12,1.31,1.33,0.44,1.26
12/30/2022,1.19,1.43,1.21,0.84,0.44,1.56
01/03/2023,0.99,1.24,1.10,0.63,0.51,1.46
01/04/2023,1.12,1.32,1.34,0.76,0.63,1.47
01/05/2023,1.02,1.15,1.05,0.86,0.51,1.26
01/06/2023,0.99,1.01,1.09,0.91,0.34,1.22
01/09/2023,0.89,1.09,1.03,0.58,0.42,1.27
01/10/2023,0.98,1.15,1.15,0.64,0.61,1.32
01/11/2023,0.96,1.02,1.33,0.70,0.31,1.34
01/12/2023,0.96,1.18,1.03,0.65,0.71,1.34
01/13/2023,0.93,1.07,1.13,0.69,0.42,1.48
01/17/2023,0.97,1.27,1.12,0.59,0.74,1.45
01/18/2023,1.22,1.08,1.37,1.31,0.27,1.39
01/19/2023,0.99,1.05,1.20,0.76,0.30,1.27
01/20/2023,0.85,1.12,1.05,0.54,0.48,1.20
01/23/2023,0.87,1.20,0.95,0.53,0.70,1.26
01/24/2023,1.03,1.24,1.20,0.68,0.79,1.40
01/25/2023,0.99,1.08,1.14,0.75,0.52,1.28
01/26/2023,0.89,1.00,0.99,0.68,0.36,1.17
01/27/2023,0.84,1.23,1.02,0.51,0.55,1.41
01/30/2023,0.91,1.16,1.06,0.56,0.38,1.31
01/31/2023,0.92,1.03,1.13,0.66,0.29,1.34
02/01/2023,0.90,1.04,1.11,0.59,0.35,1.28
02/02/2023,0.80,0.91,1.17,0.49,0.29,1.28
02/03/2023,0.91,1.12,1.21,0.57,0.44,1.37
02/06/2023,0.85,0.87,1.00,0.71,0.25,1.34
02/07/2023,0.91,1.08,1.08,0.60,0.65,1.19
02/08/2023,0.90,1.14,0.94,0.63,0.53,1.28
02/09/2023,0.88,1.01,1.05,0.63,0.28,1.40
02/10/2023,1.03,1.17,1.32,0.69,0.57,1.42
02/13/2023,0.92,1.05,1.13,0.60,0.51,1.45
02/14/2023,0.96,1.05,1.19,0.61,0.44,1.46
02/15/2023,0.93,1.08,1.22,0.58,0.35,1.52
02/16/2023,0.89,1.00,1.08,0.60,0.18,1.49
02/17/2023,1.03,1.40,1.07,0.67,0.57,1.61
02/21/2023,0.98,1.12,1.15,0.68,0.53,1.33
02/22/2023,1.13,1.41,1.20,0.80,0.77,1.52
02/23/2023,1.04,1.19,1.18,0.76,0.34,1.42
02/24/2023,1.11,1.23,1.25,0.82,0.35,1.45
02/27/2023,1.04,1.31,1.09,0.66,0.65,1.46
02/28/2023,1.02,1.21,1.14,0.69,0.44,1.40
03/01/2023,1.13,1.24,1.16,0.97,0.46,1.35
03/02/2023,1.09,1.21,1.23,0.81,0.63,1.30
03/03/2023,0.91,1.02,1.21,0.59,0.25,1.33
03/06/2023,1.00,1.13,1.16,0.67,0.43,1.34
03/07/2023,0.87,0.80,1.21,0.74,0.12,1.30
03/08/2023,0.99,1.06,1.15,0.73,0.36,1.31
03/09/2023,1.04,1.08,1.20,0.81,0.28,1.49
03/10/2023,1.23,1.11,1.70,1.11,0.42,1.89
03/13/2023,1.02,1.05,1.30,0.76,0.43,1.51
03/14/2023,1.07,1.14,1.37,0.75,0.56,1.40
03/15/2023,1.00,0.97,1.35,0.80,0.45,1.40
03/16/2023,0.98,1.12,1.15,0.66,0.73,1.24
03/17/2023,0.98,1.18,1.14,0.65,0.55,1.46
03/20/2023,0.80,0.94,0.98,0.50,0.33,1.47
03/21/2023,1.03,1.23,1.18,0.62,0.89,1.43
03/22/2023,0.92,1.00,1.15,0.63,0.29,1.49
03/23/2023,1.12,1.27,1.35,0.77,0.39,1.52
03/24/2023,1.10,1.25,1.38,0.73,0.50,1.50
03/27/2023,0.94,1.15,0.97,0.67,0.41,1.38
03/28/2023,1.09,1.27,1.22,0.74,0.74,1.39
03/29/2023,0.98,0.99,1.49,0.64,0.40,1.22
03/30/2023,0.95,1.08,1.11,0.66,0.27,1.35
03/31/2023,1.04,1.12,1.46,0.59,0.49,1.32
04/03/2023,0.94,1.02,1.28,0.61,0.38,1.32
04/04/2023,1.11,1.11,1.52,0.77,0.25,1.43
04/05/2023,1.00,1.14,1.27,0.66,0.27,1.40
04/06/2023,1.00,1.12,1.24,0.69,0.27,1.57
04/10/2023,1.06,1.33,1.23,0.63,0.42,1.52
04/11/2023,1.02,1.26,1.30,0.56,0.86,1.45
04/12/2023,1.00,1.06,1.24,0.70,0.35,1.33
04/13/2023,0.92,0.99,1.16,0.62,0.40,1.29
04/14/2023,0.91,1.01,1.07,0.65,0.41,1.35
04/17/2023,1.02,1.28,1.03,0.65,0.79,1.49
04/18/2023,0.92,1.02,1.06,0.64,0.43,1.45
04/19/2023,1.02,1.07,1.30,0.80,0.42,1.64
04/20/2023,0.99,1.07,1.21,0.74,0.37,1.39
04/21/2023,0.89,1.03,1.16,0.61,0.26,1.41
04/24/2023,0.87,1.07,1.01,0.57,0.43,1.33
04/25/2023,1.01,1.07,1.02,0.90,0.38,1.46
04/26/2023,1.07,1.09,1.31,0.87,0.30,1.31
04/27/2023,1.01,1.12,1.28,0.70,0.59,1.26
04/28/2023,0.98,1.06,1.17,0.76,0.37,1.27
05/01/2023,0.98,1.12,1.14,0.70,0.55,1.29
05/02/2023,1.02,1.05,1.22,0.78,0.43,1.40
05/03/2023,1.11,1.31,1.38,0.75,1.12,1.36
05/04/2023,0.91,0.82,1.31,0.82,0.22,1.39
05/05/2023,0.95,1.11,1.10,0.69,0.57,1.29
05/08/2023,1.04,1.25,1.27,0.73,0.52,1.45
05/09/2023,0.93,1.07,1.16,0.67,0.44,1.35
05/10/2023,0.96,1.04,1.16,0.68,0.48,1.29
05/11/2023,0.90,1.01,1.07,0.67,0.35,1.39
05/12/2023,0.92,1.12,0.94,0.70,0.49,1.38
05/15/2023,0.94,1.17,1.08,0.56,0.68,1.37
05/16/2023,0.94,1.00,1.23,0.68,0.40,1.50
05/17/2023,0.99,1.10,1.26,0.68,0.62,1.26
05/18/2023,0.82,0.82,1.09,0.65,0.23,1.18
05/19/2023,0.90,1.07,1.20,0.56,0.47,1.38
05/22/2023,0.82,0.89,1.24,0.54,0.17,1.44
05/23/2023,1.00,1.18,1.27,0.59,0.36,1.38
05/24/2023,1.06,1.22,1.12,0.77,0.87,1.32
05/25/2023,0.90,1.22,1.01,0.56,1.21,1.21
05/26/2023,0.88,1.14,1.10,0.53,0.36,1.38
05/30/2023,0.90,1.10,1.26,0.51,0.36,1.38
05/31/2023,1.06,1.19,1.28,0.81,0.32,1.38
06/01/2023,0.88,1.00,1.13,0.58,0.43,1.32
06/02/2023,0.76,0.79,1.06,0.52,0.28,1.21
06/05/2023,0.97,1.11,1.42,0.57,0.32,1.32
06/06/2023,0.93,1.15,1.15,0.55,0.82,1.33
06/07/2023,0.90,1.13,1.09,0.59,0.71,1.25
06/08/2023,0.87,0.95,1.24,0.58,0.44,1.25
06/09/2023,0.84,1.12,1.01,0.50,0.64,1.28
06/12/2023,0.88,1.06,1.17,0.52,0.42,1.34
06/13/2023,0.82,0.97,1.02,0.56,0.40,1.24
06/14/2023,1.01,0.96,1.61,0.74,0.24,1.28
06/15/2023,0.88,1.02,1.22,0.52,0.29,1.24
06/16/2023,0.82,1.24,0.92,0.46,0.68,1.45
06/20/2023,0.84,1.05,1.02,0.50,0.47,1.51
06/21/2023,0.91,1.12,1.16,0.53,0.35,1.46
06/22/2023,0.83,0.92,1.01,0.64,0.29,1.24
06/23/2023,0.89,1.04,1.11,0.64,0.19,1.34
06/26/2023,0.90,1.13,1.07,0.55,0.32,1.38
06/27/2023,0.92,1.08,1.34,0.52,0.33,1.36
06/28/2023,0.84,0.92,1.10,0.59,0.25,1.21
06/29/2023,0.87,1.08,1.03,0.58,0.35,1.24
06/30/2023,0.88,1.11,1.04,0.53,0.30,1.40
07/03/2023,0.84,1.31,1.02,0.52,0.49,1.52
07/05/2023,0.95,1.26,1.25,0.58,0.57,1.54
07/06/2023,0.93,1.05,1.25,0.57,0.57,1.33
