,,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,10億円,,
,,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,billion yen,,
,,商業計,卸売業計,各種商品卸売業,繊維品卸売業,衣服・身の回り品卸売業,農畜産物・水産物卸売業,食料・飲料卸売業,建築材料卸売業,化学製品卸売業,鉱物・金属材料卸売業,機械器具卸売業,産業機械器具卸売業,自動車卸売業,電気機械器具卸売業,その他の機械器具卸売業,家具・建具・じゅう器卸売業,医薬品・化粧品卸売業,その他の卸売業,小売業計,各種商品小売業,織物・衣服・身の回り品小売業,飲食料品小売業,自動車小売業,機械器具小売業,燃料小売業,医薬品・化粧品小売業,その他小売業,無店舗小売業,参考(医薬品化粧品小売業、その他小売業の計),参考１(自動車小売業､機械器具小売業、燃料小売業、医薬品化粧品小売業、その他小売業の計),参考２(燃料小売業、医薬品化粧品小売業、その他小売業の計),,
時間軸コード,年月,Total,Wholesale,General Merchandise,Textiles,Apparel & Accessories,Livestock & Aquatic Products,Food & Beverages,Building Materials,Chemicals,Minerals & Metals,Machinery & Equipment,Industriy Machinery & Equipment,Motor Vehicles,Electorical Machinery & Equipment,Others,Furniture & House Furnishings,Medicines & Toiletries,Others,Retail,General Merchandise,Fabrics Apparel & Accessories,Food & Beverages,Motor Vehicles(*1),Machinery & Equipment(*2),Fuel(*3),Medicine & Toiletry Stores(*4),Others(*5),Nonstore retailers,Total of(*4)&(*5),Total of(*1)～(*5),Total of(*3)～(*5),Month,Year
2016000707,2016年7月,37011,25005,2904,231,363,1808,4025,1345,1237,3311,5299,899,1058,2926,417,196,1993,2294,12005,1112,948,3754,1473,568,890,787,1845,628,2632,***,***,Jul,2016
2016000808,2016年8月,35521,24228,2757,230,356,1781,3990,1259,1185,3228,4980,847,946,2771,416,191,2013,2258,11293,937,765,3826,1288,474,909,773,1744,578,2517,***,***,Aug,2016
2016000909,2016年9月,36681,25643,3127,260,398,1782,3779,1364,1286,3333,5690,982,1120,3125,464,207,2039,2376,11039,902,773,3546,1514,461,842,757,1640,602,2398,***,***,Sep,2016
2016001010,2016年10月,36631,25076,3032,254,418,1874,3794,1394,1247,3350,5138,883,1022,2819,414,204,2063,2308,11555,1009,958,3685,1369,469,896,783,1747,638,2530,***,***,Oct,2016
2016001111,2016年11月,37432,25721,3017,242,390,1851,3865,1469,1284,3508,5378,926,1066,2942,444,211,2107,2399,11711,1074,966,3602,1431,474,957,783,1767,657,2550,***,***,Nov,2016
2016001212,2016年12月,41343,27888,3205,246,375,2158,4596,1407,1315,3697,5745,947,1049,3254,495,213,2369,2560,13455,1344,1018,4413,1329,587,1111,880,2067,707,2947,***,***,Dec,2016
2017000101,2017年1月,34799,23220,2801,219,331,1672,3368,1199,1179,3481,4904,818,910,2766,410,169,1799,2096,11580,1070,938,3579,1357,496,1023,781,1722,613,2504,***,***,Jan,2017
2017000202,2017年2月,35342,24552,2872,223,340,1710,3555,1323,1267,3611,5309,887,1032,2940,449,199,1906,2238,10791,899,717,3359,1464,426,1008,767,1545,605,2313,***,***,Feb,2017
2017000303,2017年3月,41333,28789,3482,267,389,1926,4123,1426,1421,3993,6670,1105,1240,3767,558,238,2249,2605,12544,1052,919,3736,1864,553,1072,846,1844,659,2691,***,***,Mar,2017
2017000404,2017年4月,36994,25179,3024,224,360,1905,3952,1221,1325,3421,5104,860,1028,2757,458,206,2163,2275,11814,970,981,3652,1461,465,964,803,1893,626,2695,***,***,Apr,2017
2017000505,2017年5月,36214,24448,2805,238,371,1804,4003,1200,1219,3332,4933,827,954,2733,419,190,2061,2291,11766,981,966,3729,1430,454,914,809,1863,621,2672,***,***,May,2017
2017000606,2017年6月,37742,26170,3097,247,361,1818,4059,1350,1348,3448,5677,911,1095,3213,457,195,2138,2433,11572,984,916,3571,1607,459,874,809,1718,635,2527,***,***,Jun,2017
2017000707,2017年7月,37998,25772,2991,244,350,1836,4149,1348,1347,3480,5405,910,1064,3005,426,190,2039,2392,12226,1093,984,3759,1566,593,921,826,1853,631,2679,***,***,Jul,2017
2017000808,2017年8月,36769,25270,2942,238,361,1845,4057,1307,1302,3410,5216,893,989,2904,430,180,2088,2324,11499,933,769,3839,1396,496,923,814,1752,577,2566,***,***,Aug,2017
2017000909,2017年9月,37964,26673,3177,265,411,1848,3911,1451,1380,3670,5862,989,1148,3262,463,195,2071,2432,11291,913,813,3567,1604,464,884,801,1647,599,2448,***,***,Sep,2017
2017001010,2017年10月,37875,26347,3035,268,415,1952,3936,1444,1354,3695,5469,932,1114,2979,444,192,2156,2431,11528,989,966,3623,1417,465,950,808,1684,626,2493,***,***,Oct,2017
2017001111,2017年11月,39149,27190,3189,262,401,1967,4044,1523,1368,3952,5625,975,1156,3045,449,201,2171,2487,11959,1077,1011,3607,1493,514,1064,803,1733,658,2536,***,***,Nov,2017
2017001212,2017年12月,43773,29828,3575,260,403,2467,4850,1511,1400,4138,6008,1063,1153,3302,491,210,2363,2641,13945,1345,1080,4516,1429,639,1243,897,2082,713,2979,***,***,Dec,2017
2018000101,2018年1月,36636,24878,3053,238,333,1791,3496,1275,1242,3857,5173,879,1002,2885,407,158,1879,2382,11759,1061,934,3641,1349,523,1139,809,1701,601,2510,***,***,Jan,2018
2018000202,2018年2月,36548,25572,2951,231,348,1837,3667,1379,1298,3881,5450,961,1085,2978,427,181,1863,2487,10976,895,722,3444,1435,446,1138,785,1509,602,2294,***,***,Feb,2018
2018000303,2018年3月,42308,29637,3483,276,385,2053,4208,1497,1450,4165,6850,1208,1254,3848,540,217,2141,2911,12671,1039,954,3804,1769,564,1148,888,1832,674,2720,***,***,Mar,2018
2018000404,2018年4月,38831,26842,3254,239,380,1915,4216,1370,1369,3745,5293,924,1008,2926,435,189,2258,2615,11990,960,973,3672,1453,468,1069,838,1914,641,2753,***,***,Apr,2018
2018000505,2018年5月,37899,26062,3004,246,340,1939,4149,1328,1312,3810,5237,916,959,2949,413,176,2059,2460,11837,956,923,3754,1392,456,1039,832,1856,629,2688,***,***,May,2018
2018000606,2018年6月,38981,27215,3200,250,316,1936,4303,1402,1362,3905,5775,1006,1089,3244,436,183,2054,2530,11766,1002,895,3613,1521,483,1022,839,1748,642,2587,***,***,Jun,2018
2018000707,2018年7月,39635,27220,3173,252,310,1980,4441,1392,1370,3962,5572,960,1058,3140,413,187,2095,2486,12415,1057,944,3805,1571,591,1083,863,1852,648,2715,***,***,Jul,2018
2018000808,2018年8月,38299,26486,3075,244,314,1984,4354,1319,1320,3867,5347,917,995,3035,400,178,2064,2421,11813,923,774,3935,1407,492,1068,836,1788,590,2625,***,***,Aug,2018
2018000909,2018年9月,38318,26776,3001,253,333,1897,4076,1459,1384,3829,5835,1036,1119,3258,421,193,1915,2602,11543,901,825,3651,1602,485,1001,802,1685,591,2487,***,***,Sep,2018
2018001010,2018年10月,40189,28246,3311,275,379,2011,4304,1617,1502,4324,5720,961,1174,3160,425,188,2191,2424,11943,974,964,3695,1509,466,1093,861,1751,630,2612,***,***,Oct,2018
2018001111,2018年11月,40251,28127,3200,274,359,1985,4341,1661,1505,4217,5825,1008,1200,3187,430,200,2082,2479,12124,1046,1003,3636,1569,495,1153,840,1734,649,2573,***,***,Nov,2018
2018001212,2018年12月,43654,29526,3395,251,351,2326,5005,1608,1434,4147,5933,997,1129,3336,470,209,2277,2590,14129,1326,1126,4532,1485,666,1292,921,2083,698,3004,***,***,Dec,2018
2019000101,2019年1月,36384,24553,2917,231,295,1775,3488,1383,1232,3837,5143,845,978,2921,400,158,1889,2206,11831,1008,933,3634,1427,530,1159,829,1729,583,2558,***,***,Jan,2019
2019000202,2019年2月,36254,25217,2632,240,287,1825,3619,1538,1295,3875,5514,964,1060,3050,439,178,1940,2275,11037,867,724,3425,1527,452,1125,799,1521,597,2320,***,***,Feb,2019
2019000303,2019年3月,41606,28808,2945,277,340,2037,4092,1674,1412,4107,6964,1260,1269,3890,545,213,2167,2579,12798,1030,962,3863,1813,595,1164,895,1813,662,2708,***,***,Mar,2019
2019000404,2019年4月,38745,26710,2682,247,348,2057,4352,1537,1372,3633,5386,888,1048,2999,451,194,2378,2525,12035,928,968,3728,1427,478,1104,887,1859,656,2746,***,***,Apr,2019
2019000505,2019年5月,37044,25056,2577,232,301,1913,4009,1431,1234,3524,5372,878,987,3101,407,172,1991,2299,11988,935,960,3804,1423,483,1043,871,1836,634,2706,***,***,May,2019
2019000606,2019年6月,37899,26072,2684,240,302,1900,4041,1514,1299,3527,5970,961,1053,3516,441,177,2062,2355,11827,977,933,3671,1502,510,985,857,1744,649,2600,***,***,Jun,2019
2019000707,2019年7月,39041,26879,2752,249,307,2006,4278,1558,1367,3645,5888,921,1093,3427,447,186,2211,2432,12163,996,892,3787,1611,543,1016,901,1748,669,2649,***,***,Jul,2019
2019000808,2019年8月,37268,25239,2645,223,302,1976,4205,1356,1218,3298,5443,842,963,3245,393,166,2123,2284,12029,924,810,3961,1438,551,1029,886,1811,618,2697,***,***,Aug,2019
2019000909,2019年9月,40100,27497,2785,254,358,1963,4137,1590,1320,3587,6531,1000,1144,3893,495,193,2260,2519,12603,1028,842,3695,1873,669,1000,933,1881,683,2815,***,***,Sep,2019
2019001010,2019年10月,36681,25573,2851,248,332,1937,4077,1488,1317,3518,5180,795,983,3039,363,168,2172,2286,11108,845,908,3625,1256,398,954,866,1650,606,2517,***,***,Oct,2019
2019001111,2019年11月,37627,25762,2700,235,320,1981,4148,1591,1299,3514,5400,826,1062,3136,376,179,2086,2310,11865,999,1002,3648,1474,455,1076,861,1705,645,2566,***,***,Nov,2019
2019001212,2019年12月,41326,27563,2868,234,311,2294,4827,1541,1310,3552,5625,892,1036,3279,418,188,2347,2468,13763,1258,1054,4523,1431,592,1250,953,2000,702,2953,***,***,Dec,2019
2020000101,2020年1月,34823,23041,2576,205,264,1786,3472,1339,1141,3355,4742,758,898,2752,334,160,1883,2117,11783,974,924,3651,1403,515,1161,863,1715,577,2578,***,***,Jan,2020
2020000202,2020年2月,34846,23629,2395,203,242,1819,3670,1480,1185,3373,4973,815,928,2872,358,178,1916,2195,11217,827,699,3549,1510,461,1157,873,1539,602,2412,***,***,Feb,2020
2020000303,2020年3月,49002,36174,2032,219,392,3031,4619,2026,2170,4887,10738,2490,1640,5514,1095,470,2475,3115,12828,839,693,3759,1785,859,1114,1274,1581,924,2855,***,***,Mar,2020
2020000404,2020年4月,40701,29804,1653,186,309,2791,4453,1753,1991,3839,6999,1453,1091,3811,643,384,2724,2722,10897,546,415,3661,1088,642,880,1279,1512,875,2791,***,***,Apr,2020
2020000505,2020年5月,36469,25430,1376,140,270,2685,4132,1560,1542,3190,6032,1306,848,3333,545,308,1969,2225,11039,624,585,3794,922,703,763,1180,1568,899,2748,***,***,May,2020
2020000606,2020年6月,41501,29214,1610,158,333,2860,4543,1751,1723,3503,7549,1601,1113,4168,666,364,2314,2507,12287,894,815,3689,1246,921,859,1238,1631,994,2869,***,***,Jun,2020
2020000707,2020年7月,42520,30091,1594,167,327,3007,4738,1782,1840,3654,7632,1588,1235,4127,682,362,2402,2585,12429,900,673,3758,1355,911,911,1276,1636,1009,2911,***,***,Jul,2020
2020000808,2020年8月,40825,28408,1515,151,319,3010,4531,1591,1680,3593,7021,1472,1095,3825,629,335,2196,2467,12417,836,622,3970,1238,889,980,1262,1676,944,2938,***,***,Aug,2020
2020000909,2020年9月,43750,31640,1645,173,364,2896,4477,1848,1893,3946,8883,1838,1419,4847,779,366,2383,2767,12110,801,596,3670,1572,786,940,1217,1574,954,2791,***,***,Sep,2020
2020001010,2020年10月,44628,32194,1785,174,403,3110,4469,1966,2028,4177,8273,1619,1412,4519,724,381,2613,2816,12434,867,813,3678,1464,786,970,1251,1628,979,2879,***,***,Oct,2020
2020001111,2020年11月,44217,31654,1688,167,369,2888,4461,1891,1949,4166,8437,1702,1378,4658,698,390,2446,2803,12562,926,863,3582,1517,891,987,1195,1618,982,2813,***,***,Nov,2020
2020001212,2020年12月,49833,35379,1920,175,393,3503,5329,1915,2035,4485,9263,1806,1437,5208,812,424,2873,3064,14454,1173,940,4383,1493,1065,1172,1351,1826,1051,3177,***,***,Dec,2020
2021000101,2021年1月,41443,29343,1796,156,297,2524,3728,1620,1863,4299,7959,1552,1261,4482,665,316,2204,2580,12101,829,709,3571,1485,900,1074,1196,1478,860,2674,***,***,Jan,2021
2021000202,2021年2月,42140,30511,1673,158,307,2564,3892,1760,1930,4455,8529,1727,1350,4746,706,364,2235,2645,11629,767,539,3406,1599,795,1068,1158,1433,864,2591,***,***,Feb,2021
2021000303,2021年3月,50478,36979,1971,188,388,2938,4486,1941,2226,5217,11322,2310,1712,6221,1079,451,2647,3205,13499,900,783,3738,1982,987,1179,1298,1663,969,2961,***,***,Mar,2021
2021000404,2021年4月,45380,33188,1787,183,370,2903,4606,1781,2134,4707,8406,1510,1362,4790,743,395,2863,3052,12192,784,677,3653,1380,794,1102,1257,1595,951,2852,***,***,Apr,2021
2021000505,2021年5月,41675,29715,1593,159,282,2688,4134,1536,1836,4445,7695,1472,1179,4395,649,319,2293,2735,11959,727,682,3793,1257,792,1029,1205,1580,895,2785,***,***,May,2021
2021000606,2021年6月,45776,33477,1723,177,312,2806,4523,1801,2080,5026,9148,1757,1432,5232,727,362,2573,2946,12299,859,718,3714,1398,782,1083,1248,1513,982,2762,***,***,Jun,2021
2021000707,2021年7月,46646,33918,1878,173,302,2918,4760,1802,2110,5188,8891,1667,1422,5074,729,369,2581,2947,12728,909,694,3849,1400,886,1164,1282,1558,986,2840,***,***,Jul,2021
2021000808,2021年8月,43656,31631,1783,162,289,2860,4355,1655,1917,4898,8093,1552,1213,4616,712,330,2512,2778,12025,761,545,3926,1255,777,1104,1267,1492,897,2759,***,***,Aug,2021
2021000909,2021年9月,46458,34406,1763,174,341,2929,4347,1847,2090,5467,9390,1849,1292,5406,843,363,2610,3087,12051,775,610,3753,1374,753,1096,1233,1518,939,2751,***,***,Sep,2021
2021001010,2021年10月,46949,34408,2042,179,364,2968,4496,1928,2130,5660,8511,1679,1274,4845,714,367,2621,3140,12541,871,797,3811,1177,806,1220,1269,1631,958,2900,***,***,Oct,2021
2021001111,2021年11月,48367,35561,2076,183,370,3034,4631,1928,2167,5926,8994,1721,1462,5067,745,397,2620,3235,12806,955,895,3715,1326,792,1273,1245,1608,997,2853,***,***,Nov,2021
2021001212,2021年12月,52942,38310,2238,178,369,3639,5474,1866,2171,6223,9477,1782,1427,5448,820,427,2939,3308,14631,1209,960,4398,1368,972,1447,1368,1792,1118,3160,***,***,Dec,2021
2022000101,2022年1月,44287,32048,1916,162,298,2623,3850,1582,1947,5882,8320,1547,1246,4816,711,304,2350,2814,12238,876,736,3546,1234,860,1318,1250,1542,876,2793,***,***,Jan,2022
2022000202,2022年2月,44648,33125,1792,168,295,2644,4011,1718,2046,6081,8757,1701,1316,5009,731,337,2342,2934,11523,754,520,3383,1357,731,1292,1196,1423,865,2620,***,***,Feb,2022
2022000303,2022年3月,53212,39623,2025,195,389,3086,4674,1863,2366,6978,11420,2236,1695,6499,989,414,2635,3580,13588,917,727,3740,1856,954,1361,1349,1697,988,3046,***,***,Mar,2022
2022000404,2022年4月,47983,35410,1837,183,355,3164,4787,1722,2257,6261,8342,1555,1312,4752,722,368,2845,3290,12572,847,743,3672,1276,801,1254,1295,1751,935,3045,***,***,Apr,2022
2022000505,2022年5月,45264,32863,1766,175,312,2995,4418,1608,2027,6263,7644,1461,1108,4415,660,317,2397,2942,12401,877,770,3790,1118,770,1185,1266,1718,907,2984,***,***,May,2022
2022000606,2022年6月,48923,36434,1924,192,323,3057,4762,1818,2283,6877,9091,1723,1305,5289,774,365,2619,3123,12489,898,708,3670,1285,785,1211,1305,1665,962,2970,***,***,Jun,2022
2022000707,2022年7月,48912,35876,1954,183,309,3128,4935,1722,2256,6759,8645,1632,1314,4975,724,366,2629,2991,13036,950,701,3868,1368,837,1256,1390,1701,965,3091,***,***,Jul,2022
2022000808,2022年8月,47235,34721,1864,183,318,3204,4851,1644,2145,6403,8130,1608,1206,4576,739,347,2703,2930,12514,838,588,3924,1176,727,1223,1434,1668,936,3101,***,***,Aug,2022
2022000909,2022年9月,49948,37318,1926,199,382,3235,4938,1799,2319,6765,9493,1849,1436,5387,821,370,2722,3170,12630,844,596,3750,1514,776,1178,1386,1646,942,3032,***,***,Sep,2022
2022001010,2022年10月,49466,36370,1845,203,401,3307,4804,1837,2303,6580,8765,1603,1376,5028,759,361,2697,3267,13096,929,834,3866,1320,798,1239,1403,1774,932,3177,***,***,Oct,2022
2022001111,2022年11月,50241,37118,1757,197,374,3260,5053,1929,2312,6845,8949,1641,1449,5100,760,382,2770,3291,13123,983,816,3774,1407,770,1240,1396,1760,979,3155,***,***,Nov,2022
2022001212,2022年12月,54864,39673,1733,190,372,3978,6103,1868,2272,6988,9213,1649,1380,5327,857,398,3141,3416,15191,1256,967,4538,1373,936,1491,1585,1961,1083,3546,***,***,Dec,2022
2023000101,2023年1月,45295,32444,1510,160,315,2953,4353,1606,1956,6213,7653,1330,1235,4355,734,309,2526,2889,12851,949,766,3725,1366,831,1318,1348,1681,865,3030,***,***,Jan,2023
2023000202,2023年2月,46277,33913,1488,169,311,3030,4567,1716,2106,6424,8288,1457,1365,4689,777,354,2471,2988,12364,832,566,3568,1588,741,1295,1314,1584,875,2898,***,***,Feb,2023
2023000303,2023年3月,54476,39955,1691,203,405,3462,5325,1916,2385,6743,11024,1971,1759,6162,1132,456,2882,3465,14521,967,723,3942,2193,917,1325,1485,1983,986,3468,***,***,Mar,2023
2023000404,2023年4月,48390,35179,1494,181,378,3377,5274,1711,2235,5972,8024,1371,1411,4506,736,383,3000,3151,13210,905,738,3915,1466,743,1217,1387,1906,934,3293,***,***,Apr,2023
2023000505,2023年5月,46330,33215,1413,171,323,3281,5061,1622,2034,5799,7575,1336,1301,4246,692,348,2694,2895,13116,911,741,4034,1328,729,1165,1399,1854,954,3253,***,***,May,2023
2023000606,2023年6月,48933,35742,1529,190,321,3321,5265,1821,2246,5897,8831,1556,1526,4975,773,384,2904,3032,13191,939,694,3922,1512,752,1161,1427,1801,984,3228,***,***,Jun,2023
2023000707,2023年7月,49556,35613,1597,179,322,3373,5443,1799,2193,5995,8403,1448,1486,4737,733,370,2927,3012,13942,1010,724,4171,1490,871,1296,1480,1901,999,3381,***,***,Jul,2023
2023000808,2023年8月,48100,34706,1572,180,321,3403,5446,1685,2040,5887,7883,1393,1357,4399,735,343,3016,2929,13394,899,591,4279,1279,769,1328,1489,1788,972,3277,***,***,Aug,2023
2023000909,2023年9月,50512,37093,1663,199,375,3441,5314,1888,2224,6347,9210,1613,1603,5139,855,379,2998,3056,13418,890,561,4016,1678,813,1261,1455,1758,987,3213,***,***,Sep,2023
2023001010,2023年10月,50237,36599,1601,195,394,3565,5329,1921,2328,6232,8525,1501,1567,4715,742,380,3024,3104,13638,961,759,4113,1452,810,1225,1471,1853,995,3323,***,***,Oct,2023
2023001111,2023年11月,50692,36856,1582,188,375,3420,5459,1950,2328,6480,8711,1574,1578,4799,761,386,2906,3070,13836,1028,816,3991,1559,853,1288,1447,1852,1003,3299,***,***,Nov,2023
2023001212,2023年12月,55252,39699,1674,180,374,4128,6507,1901,2315,6648,9101,1643,1501,5097,860,421,3219,3232,15553,1283,836,4703,1444,991,1505,1625,2088,1077,3713,***,***,Dec,2023
2024000101,2024年1月,45805,32686,1431,158,328,2969,4722,1603,2041,6096,7566,1310,1266,4297,693,329,2697,2744,13118,981,703,3857,1312,844,1339,1422,1759,903,3181,***,***,Jan,2024
2024000202,2024年2月,47878,34934,1533,169,346,3207,5028,1738,2207,6343,8209,1472,1339,4598,800,378,2759,3016,12944,900,547,3784,1463,789,1327,1427,1775,931,3202,***,***,Feb,2024
2024000303,2024年3月,53956,39270,1589,192,400,3565,5550,1809,2398,6967,10182,1855,1593,5677,1057,441,2849,3329,14686,1027,698,4121,1856,998,1422,1538,2038,988,3576,***,***,Mar,2024
2024000404,2024年4月,50555,37086,1594,197,404,3622,5661,1759,2371,6450,8276,1374,1368,4794,740,400,3152,3200,13469,924,731,3975,1310,802,1274,1475,1986,992,3461,***,***,Apr,2024
2024000505,2024年5月,49067,35582,1525,184,349,3569,5424,1682,2230,6444,8056,1368,1307,4647,734,364,2784,2971,13485,960,740,4086,1278,763,1225,1467,1968,998,3436,***,***,May,2024
2024000606,2024年6月,50037,36350,1531,186,325,3479,5381,1712,2309,6482,8827,1485,1407,5147,788,379,2742,2997,13687,1010,726,4021,1487,824,1217,1476,1913,1011,3389,***,***,Jun,2024
2024000707,2024年7月,53303,38990,1622,189,343,3728,5840,1866,2510,7001,9230,1509,1519,5365,837,397,3087,3176,14313,1021,707,4167,1568,908,1316,1554,1983,1090,3537,***,***,Jul,2024
2024000808,2024年8月,49244,35436,1423,168,312,3772,5674,1535,2146,6083,8175,1352,1233,4825,765,348,2843,2958,13808,921,655,4393,1309,802,1316,1528,1903,981,3431,***,***,Aug,2024
2024000909,2024年9月,50978,37468,1445,185,362,3651,5306,1791,2394,6380,9530,1521,1516,5543,949,385,2909,3130,13510,887,622,4037,1616,812,1241,1444,1831,1019,3275,***,***,Sep,2024
2024001010,2024年10月,52389,38574,1485,192,384,3879,5587,1895,2501,6626,9188,1548,1566,5206,868,383,3184,3271,13815,924,765,4108,1494,837,1257,1499,1891,1039,3391,***,***,Oct,2024
2024001111,2024年11月,52546,38324,1415,177,363,3818,5664,1891,2400,6810,9261,1540,1561,5288,872,405,2909,3211,14222,1037,902,4057,1527,874,1331,1472,1966,1056,3438,***,***,Nov,2024
2024001212,2024年12月,57334,41237,1473,174,379,4551,6687,1879,2449,6790,9722,1623,1498,5581,1019,422,3326,3385,16097,1290,955,4779,1359,1039,1576,1705,2213,1182,3917,***,***,Dec,2024
2025000101,2025年1月,49656,36927,1365,178,495,3380,4837,1600,2434,7340,8548,1676,1618,4126,1128,461,2996,3293,12728,754,626,3498,1408,844,1314,1278,1781,1226,3059,***,***,Jan,2025
2025000202,2025年2月,49848,37670,1285,182,503,3352,4981,1665,2515,7415,9006,1825,1695,4288,1199,532,2842,3391,12179,658,481,3320,1567,801,1305,1212,1653,1182,2865,***,***,Feb,2025
2025000303,2025年3月,57009,42944,1329,210,626,3771,5608,1784,2727,7717,11323,2396,2013,5377,1537,681,3191,3977,14065,778,627,3714,1913,1024,1321,1367,2020,1302,3387,***,***,Mar,2025
2025000404,2025年4月,52779,39833,1346,203,628,3757,5805,1692,2723,7066,8762,1666,1712,4268,1115,509,3558,3784,12946,670,651,3583,1455,800,1214,1316,1969,1288,3285,***,***,Apr,2025
2025000505,2025年5月,50038,37271,1234,193,505,3613,5518,1598,2464,6684,8427,1615,1627,4135,1050,466,3130,3439,12767,690,659,3674,1294,776,1116,1316,1950,1290,3266,***,***,May,2025
2025000606,2025年6月,52015,39055,1275,199,502,3545,5606,1660,2623,6756,9569,1846,1757,4797,1169,486,3259,3573,12960,725,644,3615,1511,829,1066,1330,1920,1319,3250,***,***,Jun,2025
2025000707,2025年7月,54180,40832,1354,199,517,3810,6022,1774,2771,7063,9623,1843,1808,4813,1159,500,3480,3717,13349,735,641,3746,1562,869,1147,1384,1925,1340,3308,***,***,Jul,2025
2025000808,2025年8月,49551,36845,1224,173,470,3740,5640,1471,2286,6618,8385,1614,1489,4256,1026,442,3092,3304,12706,676,554,3882,1232,816,1116,1344,1925,1161,3269,***,***,Aug,2025
2025000909,2025年9月,53050,40468,1260,201,556,3767,5631,1788,2618,6957,10200,1984,1862,5094,1261,509,3375,3607,12582,664,502,3556,1603,830,1073,1307,1805,1241,3113,***,***,Sep,2025
2025001010,2025年10月,54952,41904,1495,213,601,3967,5893,1939,2755,7392,9761,1932,1901,4715,1213,515,3541,3832,13049,730,618,3631,1567,867,1105,1356,1897,1277,3253,***,***,Oct,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
